,0,predicted
206,"@0NfXd1pZtmRmSDl @nob_ta7ka @jisohigai @sakosako3_5 医療関係者の方でしょうか。
日頃頑張っていただきありがとうございます。
現場のことは自身は経験してませんが、コロナ禍においてメンタルを崩してきた子どもも大人も少なからず見てきました。
長期的なリスクでいうと、long covidかワクチンの副作用どちらが怖いかはわかりません。",-1
207,RT @JenfromMaryland: @DonLew87 Yale study and every thinking person on the planet find this to be true: you politicize Covid and believe yo…,-1
208,"@Qurandale @DailyLoud Just like why the Chinese were trying to make Covid more dangerous with gain of function research, they want to do the same with this virus. People think scientists are all altruistic and would never do harmful research are just ignorant af. Fauci funded it with tax dollars!",-1
209,RT @DougJBalloon: We wanted to understand what's going on with the COVID protests in China.  So we talked to three unvaccinated Ron DeSanti…,0
210,RT @BNODesk: Today marks the 3rd anniversary of the first case of COVID-19 https://t.co/9Yl5aWdYvx,0
211,"RT @MeetJess: Is It Long COVID, or Dementia, or Both?

People who got COVID-19 were twice as likely to receive a diagnosis of Alzheimer’s d…",0
212,"RT @Imani_Barbarin: “Do you really have long Covid, or are you experiencing mental illness?” 

Because it’s really that simple in terms of…",-1
213,"RT @SukunaBikona7: COVID-19自宅療養/自宅待機にあたって役立ちそうなものをまとめておく。
1/6",0
214,RT @LCI: Soignants non-vaccinés : le cabinet #McKinsey à l'origine des suspensions ? https://t.co/GsCWFeaiFI https://t.co/xqznhBQcOV,0
215,"RT @QueerlyAutistic: ""I'm a bit sick, but don't worry, it's not covid, so I can still come!"" 

Yeah, okay, but I don't want to get whatever…",-1
216,"Bad news again guys, Vinchii might have COVID.  I don't feel any symptoms except for a little cold and flu, but to be sure, I'll do a test tomorrow. Don't be like Vinchii, never over-work!",-1
217,"RT @ProdigalThe3rd: Legendary Dr. Masanori Fukushima (resume attached) to Japanese Health Ministry:

COVID-19 jab harming immune systems &amp;…",0
218,"RT @BambinoJalapeno: “Ontario wasted 38 per cent of COVID-19 vaccine doses between Feb &amp; June because it overestimated demand for boosters,…",-1
219,"RT @richardursomd: Covid, Cholesterol, Climate Change

Come listen

GSC LIVE‼️Drs. Urso, Cole &amp; Lindley Interview Aseem Malhotra - Covid Sp…",0
220,RT @MICHAEL1photog: @DonLew87 Yep. The Republicans made Covid a political weapon that mostly hurt Republicans. But they don’t care about co…,-1
221,RT @joshjeje2: Auditor General report states that 168 bn covid money was stolen by gov't officials. Ministry of Health claims 5.8 bn was sp…,-1
222,"RT @Dante27455639: Yuval Harari, servidor del Foro Económico Mundial: Te lo dice abiertamente. ""Gracias al ""covid"", llevarás la vigilancia…",0
223,RT @duty2warn: https://t.co/OjFOm2QXrr,0
224,RT @shell895: Welp...my client's gf who was home all day with us today has Covid. So now the fucking waiting game begins. Will I get it or…,-1
225,RT @ErikLoridan: Ça se réveille chez les cardiologues australiens. Et chez nous ? https://t.co/ruf8I8Hil3 https://t.co/Y6INb30CBF,0
226,"RT @catturd2: Funny how most the people suspended on Twitter for ""misinformation"" about COVID, the vaccine, and masks -  have now been prov…",0
227,"RT @sisu_sanity: What a coincidence.🤦‍♂️

Study Shows How Russian, Chinese Disinformation About COVID-19 Evolved During The Pandemic 
https…",0
228,"RT @glennbeck: It's WAY past time for the Biden admin to answer these questions: 

What happened on Jan 6? 
Who is Ray Epps? 
Who planted t…",-1
229,"RT @Sheryl19202304: @jryerson1 @Martyupnorth_2 Trudeau is sick in the head. 
He is a virus 🦠 
He is a threat. 
Covid again for this dictato…",-1
230,"China is softening its tone on the severity of COVID-19 and easing some coronavirus restrictions even as its daily case toll hovers near records, after anger over the world's toughest curbs morphed into protests across the country. https://t.co/n1UuC6lQ7H",0
231,"RT @Scott4MAGA: This is not representative of a ""Government of the people, by the people, for the people,"" in my opinion. We are losing our…",-1
232,"RT @MIKITO_777: いま、COVIDで亡くなる方の大部分は、森氏のように高齢で基礎疾患がある方が軽症から合併症を起こして衰弱して亡くなっていくから、今回の入院に関しては妥当な判断だと思う。

高齢、肥満気味、末期腎不全、おそらく糖尿病ともはや重症化リスクの塊だから、…",0
233,"RT @atensnut: Bill Clinton has Covid. 

Apparently he can catch everything except a guilty conscience.",-1
234,Kabarnos - Prayer of Healing (The Call to Unite Covid-19 Oprah Winfrey L... https://t.co/DPjgydqcKF via @YouTube,0
235,"RT @TalkMullins: What is your Covid vaccine experience? 🚨💉

Please retweet so to help get a larger polling sample!",0
236,RT @shell895: Ahaha five days off. Thanks Covid. What's a girl to do? If I was about 40 years younger I would have done it already... Ohhhh…,1
237,"RT @WarTiger007: 🚨 英国《星期日邮报》

这家世界领先的医学杂志承认，Covid 大流行可能是由实验室泄漏引发的，并承认该病毒可能是由科学家设计的。

这对拥有 199 年历史的《柳叶刀》杂志来说，是一个了不起的转变，该杂志曾发表了一篇臭名昭著的文章，谴责有关…",0
238,"RT @CitizenFreePres: Ted Cruz accuses Biden of using the Covid Vaccine mandate to purge conservatives from the military:

“They’re doing th…",-1
239,"RT @DianaGlebova: NEW: 
House Republicans sent a letter to the NIH demanding that they not destroy any materials concerning the origins of…",0
240,"RT @AshramGzb: Itihaas Yaad Rakhega –
👉An Innocent Hindu Saint kept in jail for 10+ years.
👉No bail given even during Covid
👉All the eviden…",-1
241,"AL Notícia | Paraíba registra sete mortes e mais de milénio novos casos de Covid-19 nesta quarta-feira (30)
https://t.co/EZbsBKw6t1",0
242,"RT @KimIversenShow: Everyone around me, all vaccinated, has caught covid AGAIN. They’ve all been coughing, hacking up mucus and sneezing in…",-1
243,"@BrianLenzkes Covid policy was devoid of wisdom.
Think how children were harmed socially and intellectually by NEA.
Trump failed in protecting Americans from foolish science pimps.",-1
244,"RT @SenHawleyPress: Hawley Demands Apple Condemn CCP COVID Crackdown, Reduce Reliance on Foreign Labor 

https://t.co/lw2hbGmPnM",0
245,"RT @NBSaphierMD: The CDC is the biggest contributor to the ⬇️ childhood vax (Measles, Polio) rates. Had they not jeopardized their credibil…",-1
246,"RT @EpochTimesChina: “These are the most significant protests since 1989, and they are, I think, a boiling over of not just frustration at…",0
247,"RT @jeffsamsonow: Edmonton will suffer its 2000th Covid death this week. 2,000 people, and most died long after we knew what we had to do t…",-1
248,RT @kylegriffin1: Twitter will no longer stop users from spreading disinformation about the COVID-19 virus or vaccines.,-1
249,"RT @IndigFutures: Jia Guo speaks on
Affective Dissonance and Affective Solidarity: Understanding ‘Sisterhood’ in Chinese Feminist Digital A…",0
250,"RT @ScienceNews: Long COVID patients “know the right questions to ask to properly document their experience,” says @LisaAMcCorkell. This ca…",0
251,"RT @_PH___PH_: An economist at Harvard University’s estimate of the cost of Long Covid to the US economy:

$3.7 trillion 

‘...that estimat…",0
252,https://t.co/2wHWA98NEw,1
253,RT @_whitneywebb: FYI - ex FDA commissioner Scott Gottlieb (who wrote this drivel) is on the board of a CIA linked company that is poised t…,-1
254,"RT @thevivafrei: Virologist Dr. A Oveta Fuller, who was “instrumental in the emergency authorization of the COVID-19 vaccine” dies after “b…",0
255,Here’s something I was too afraid to say before now I’m p sure COVID gave me brain damage,-1
256,RT @fengyunshe: Chinese student risks his and his family's lives to speak out against CCP's Covid restrictions   CCP≠China≠Chinese   https:…,-1
257,"@NitoCortizo TREMENDA ESA FOTO PRESIDENTE CORTIZO, TODOS ALLÍ CON BOZAL Y SUPUESTAMENTE PROTEGIDOS POR LAS KAKUNAS PFIZER 
🤣🤣🤣🤣🤣🤣
SIGAN CON EL FRAUDE COVID
PRONTO LLEGA LA JUSTICIA",0
258,RT @BChairss: A decade of Tory austerity prior to Covid #newsnight,0
259,"@paolabrett @lornaexplorernz I'm meeting friends for a pre-Xmas lunch next weekend; we've all agreed outside is the way to go, and I'm happy with that.  Crowded restaurant on a Saturday with no ventilation, and no-one else interested in Covid precautions?  A bit less convinced!",0
260,"RT @Gritty20202: @MeetJess Multi-millionaire with open, priority access to the best healthcare available tests positive for COVID.  I wonde…",1
261,It’s called ✨ immunocompromised ✨ as a result of COVID https://t.co/QOzkysRm25,0
262,"Covid awareness crew - I love you all, but immediately suggesting that Covid could be the cause for any celebrity death where the cause is undisclosed doesn't really add much value to the ongoing discourse. Because we all know, the anti-vax, covid denialists, are doing the same.",-1
263,"RT @unoqualcunque: @debiedwarditv Covid zero itself is a total contradiction, so after the 3 months of the pandemic, the following was just…",-1
264,"RT @chantz_y: A fungal infection, Candida auris, that typically spreads in the immunocompromised is spreading in Vegas. So far 63 have died…",-1
265,RT @RpsAgainstTrump: @GOPLeader What about the other vaccines? Why are you singling out only the Covid vaccine?,-1
266,"RT @MarthaChavezC: El colmo, @RimacSeguros necesito de mi tuit de ayer, reclamando resultado de la prueba Covid, para comunicarse conmigo y…",0
267,https://t.co/REiKtXzIso,1
268,"RT @602Larry: @LauraLitvan Trump doubled the deficit BEFORE covid, and then exploded it. The deficit shrunk this year by a record $1.5 TRIL…",-1
269,"@loekalization @manyapan The central government mandates a covid zero policy and local governments have to enforce it in anyway they see fit. If there was no covid zero policy they’d be no crazy, haphazard covid zero policy implementation . The way I see it central govt is shifting blame to local govt.",0
270,"@DrSdeG I was sick, on different levels and extremes, from beginning of Oct to mid- November. Tested for Covid 3 times. Negative. But man, it was bad. I thought it was going to turn into pneumonia at one point. No one could explain it🤷‍♀️",-1
271,@ivdsai Vaccine super fast ga kanipettadam impassible. Covid ki kanipettaru ga .... accuracy asalu ledu. Covid valla young generation ni chalane  pogottukunnam ika chalu.,0
272,"RT @Incontricivili: L'intervista di @RaffaellaRegoli ad un ragazzo ridotto a stare in sedia a rotelle dal vaccino Covid, che racconta come…",0
273,"RT @dbenner83: Chinese protesters of the COVID regime aren't anti-science fascists, and they'll never be called that by the corporate press…",-1
274,he speaks monologues well in front of a teleprompter only. Saw his in home coverages during Covid. Very incoherent. He is more of a hype and got his name only due to consistency in Anti-BJP bias. I'm sure we will observe it in his YT channel soon. https://t.co/r8WqPRJjDr,0
275,"Fresh surge in COVID admissions, up 19.5% in week - FIASO - English - https://t.co/WCL08SJ0zu https://t.co/xeKB9upRvD",0
276,"@DMFernandez9 @johnrich It got worse 

https://t.co/qYpOY1E7jM",-1
277,"RT @PeterSweden7: 1. First they said the mRNA vaccine would stop you from getting covid at all.

2. Then they said it doesn't stop infectio…",-1
278,RT @RobertKennedyJr: During 7 hours of questioning under oath asking if he colluded with social media companies to censor COVID-related con…,0
279,"RT @CBSNews: DoorDash is eliminating about 1,250 corporate jobs, or about 6% of its workforce, saying it hired too many people when deliver…",-1
280,RT @senadorhumberto: ABSURDO!  O descaso e a incompetência do governo bolsonaro ameaça a saúde de crianças. A vacinação contra covid para m…,0
281,"RT @TuckerToday: Cardiologist @DrAseemMalhotra suffered a recent, personal tragedy &amp; joins us to share his thoughts on possible harmful eff…",-1
282,"RT @kylenabecker: The Washington Post Reports 'Bombshell': Over Half of Covid Deaths are 'Fully Vaccinated'
https://t.co/4Vo1mwPdgB",0
283,RT @JuezLopezMDP: Juez federal marplatense ordena suspender la campaña de vacunación contra el Covid-19 en menores | 0223 https://t.co/dKb9…,0
284,"RT @GreeceLck: Among RSV-infected children in 2022, 19.2% had prior documented COVID-19 infection, significantly higher than the 9.7% among…",0
285,"RT @AshAgony: ""Seventeen New York City municipal workers – including seven from the NYPD and one MTA staffer – were busted in separate COVI…",0
286,RT @valeriegale88: @iloveoldcanada Looks like some weird COVID cult S&amp;M gear.,-1
287,"Children’S Wallpaper Market Share, Size &amp; COVID-19 Impact Analysis, By Type, Market Revenue, By Application, and Regional Forecast, 2022-2030 https://t.co/sxlL2d3YfL",0
288,RT @AudaciousQuest_: Too many Gujaratis are saying that BJP is losing Gujarat.  Last time Gujarat gave 77 seats to Congress. Gujarat doesn'…,-1
289,RT @kiangoh: It would be a productive change if commentaries on the city would look more to urban studies - and those who actually study th…,0
290,RT @HausofHilton: Why some people cough for quite some time after covid/viral infections https://t.co/UjdsUTLmTj,0
291,RT @MarshaBlackburn: Do not be fooled — Democrats are using COVID as an excuse to obtain total control and push their radical socialist age…,-1
292,"RT @kylenabecker: Now, that Twitter ended 'Covid misinformation' policies, let's review the Experts™ misinformation:

1. 15 days to slow th…",0
293,RT @leadahorse2: The nutjobs are still arguing about Covid. Lol don’t they know it’s endemic now?,-1
294,"Strong long-term demand for Aero Detail Parts as global supply chains have been crippled, post-covid. We are very excited to be part of the solution.

These will be produced at Dynamatic Manufacturing (100% owned by @DynamaticTech) in Peenya, and exported to Europe and N.America. https://t.co/XqooY3qa7M",1
295,"RT @nikonikohigumam: フェイスブックが大変なことになっている

FacebookのCovidワクチンFat-Checkersが、ワクチン会社から資金提供を受けていることが判明した

https://t.co/LxSCMOmexY https://t.co/Z…",0
296,"Oigan pasar año nuevo con covid en mi cuarto está en el top 3 de momentos más tristes de mi vida, que hp día tan deprimente",0
297,COVID-19 virus has been in China for three years…I want to go back to “yesterday ”without COVID-19… https://t.co/cSIszD5yGi,-1
298,RT @BreeNewsome: I promise you nothing will be more damaging longterm to the economy than creating a situation where people are forced to b…,-1
299,"RT @ItsDeanBlundell: Happy birthday COVID! 3 years ago today a man in Wuhan became the world’s fist COVID case. Since then, 6.6 million hav…",1
300,@POTUS Oh thank god that Covid is over.,1
301,RT @digiphile: @elonmusk Did @Tim_Cook tell you what under conditions @Apple would consider removing @Twitter from the App Store in the fut…,0
302,RT @YatinMota: China few mins back issues circular indicating soften stance of COVID Lockdowns,0
303,"@CanadianGirlHcw @GidMK Reminder that the general public consistently overestimates the danger of covid, not under (as you imply)
https://t.co/9IP9qWtyNV",-1
304,"RT @kksheld: Reflecting on the COVID villains, who is the evil mastermind behind of denial of natural immunity?",-1
305,"RT @DaAcervo: Em SP há escolas infantis que também estão cobrando dos pais que tenham vacinado os filhos contra o Covid 19.
Sei disso pq te…",0
306,"RT @LynnMor01381535: This is an inhumane video of
3 men forcing a woman to take an anal swab by bending and twisting her arm. 
Remove the w…",-1
307,@RenaudMuselier @InseeFr @Elisabeth_Borne @BrunoLeMaire Vous nous refaites le coup des chiffres pipeautés comme avec la covid???  Vous avez pris goût  au mensonge sans limite...,0
308,RT @xellos04763: @danaparish You can’t even access Covid treatment unless you can prove an underlying condition.  If you are healthy they w…,-1
309,RT @BMeiselas: So how will the right wingers who have been screaming about a nonexistent chip inside the Covid vaccines react to him litera…,0
310,RT @jsolomonReports: Watch:  CDC knew COVID vax associated with myocarditis but left off post-vax surveys  | Just The News https://t.co/67u…,0
311,RT @macaulayporter: .@GovernorVA and GOP governors ask for immediate action to remove and prohibit President Biden’s COVID-19 vaccine manda…,0
312,RT @NSFWSHO: I said I wouldn’t share my artwork. But i did this also with Covid brain. I thought I was funny. https://t.co/RrT94mm9yV,0
313,"RT @wienerlibrary: 'By comparing the impact of coronavirus regulations with the persecution of Jews during the Holocaust, the adoption of t…",-1
314,RT @adamcarolla: 94% of Covid deaths were people over  the age of 50. They knew this along time ago but they wanted to scare the moms,-1
315,"@alexmeshkin @CdotBrogan Sadly, my favorite COVID test, the @DetectTest, is no longer in production 🥺",-1
316,"I know living in New Zealand i will be judged for our lawn. This is what's been ignored after getting COVID, and it raining lots. I've been told I have to rest.  Great for wildlife though right? https://t.co/VcSqKWN9WL",-1
317,"RT @shelnutt_greg: Washington Post: Vaccinated Are the Majority of COVID Deaths.  The “vaccine” doesn’t work, has never worked and is never…",-1
318,RT @kcinor: @sherry2diamond @VtTbQW9s3xjPOow @Darkmarketbaby @TwoSides1Truth @S51781902 @Gigi69030829 @Una_Alta_Volta @Kimberl47031679 @Res…,0
319,@BohemianAtmosp1 Let's compare the *typical Covid symptoms* list (left) with the list of adverse events of special interest from Phizer's death darts (right) 🥴👇 https://t.co/6x6P9zb3G4,0
320,"@Joddon3 @AdversAerialOne @pewpewpedoo @honestsportz @scrowder the subject of the sentence is the COVID shot and ur very clearly describing it and not the flu shot in the sentence. u believed that mRNA contains a weakened form of the virus. thats wrong, and u realized that, so now youre lying. its ok to be wrong just admit it",-1
321,"Our monopoly-capitalist rulers, reeling from repeated crises, want to redirect our outrage to the governments of foreign “enemy” countries. That's why China absolutely must be demonized by the imperialist media.

The latest from editor 
@m1vql1hdwt

https://t.co/OBmEVPC27L",-1
322,RT @jenniferzeng97: Graphic warning! I cried when watching this. Woman forced to labor standing in front of Gulan People's Hospital in Gula…,-1
323,RT @RafaelH117: The Bianconeri agreed to pay the five time Ballon d’Or winner under the table despite stating that wages had been frozen in…,0
324,"@kadamssl I would have been thrilled to see you on a recent round trip cross country flight where hardly anyone else was masked. We had good n95s, but no goggles. Happy to say we returned healthy. Our neighbor flew to London and back, no mask. Seriously sick with Covid.",1
325,RT @luckymina02: #Raj_covid_health_assistend https://t.co/WBDgI9yory,0
326,@SenTedCruz Old news!  The military requires multiple vaccinations.  Why should covid be any different than malaria.,-1
327,"@ryangerritsen They look like a bunch of psychopaths. So embarrassing. Covid theatre is over, the jig is up you pedos. Get real 🤡🎪",-1
328,"World Bank: India to receive $100 billion in remittances in 2022
#Central_Asia #China #covid_19 #Dilip_Ratha #East_Asia #GlobalKNOMAD #Latin_America #Mexico #Nepal #North_Africa #Pacific #Philippines #Russia #South_Asia #TwitterIndia #World_Bank #Biz ...
https://t.co/jW5Us1h3KL",0
329,"RT @toadmeister: Britain didn't need Covid booster jabs as they only last 70 days, top virus expert Sir John Bell has said, as he backed na…",0
330,"RT @GTV26543476: 广州爆发激烈警民冲突后，当局突然宣布一半市区解封 
在广州市海珠区周二晚爆发激烈警民冲突后，广州市当局星期三(11月30日)突然宣布解除多个区的新冠防疫封控。同时，中国警察仍在其他城市搜查参与周末大规模反对严厉封控抗议的民众。
https://…",0
331,RT @EndDayz444: What if the Covid Jab is not the only Jab that had mass die offs and side effects 🥸 https://t.co/tpPUZBZdun,-1
332,"RT @Laurie_Garrett: Why Do Vaccinated People Represent Most #COVID19 Deaths Right Now? https://t.co/JNCAvSmxFr 
It's because efficacy for #…",0
333,"RT @nagadoooo: Almost 24 million disabled from long COVID. 

The population of New York State is 20 million.

Please let that sink in.",-1
334,"RT @leseerlaubnis: Weil nicht alle wissen, warum ich im Januar 2022 wieder auf Twitter zurück kam: 

Ich sammle hier Informationen dazu, we…",0
335,"RT @DeathPanel_: In our latest, how media framings of long covid emphasize workplace productivity-as-personhood, stigmatize people with the…",0
336,@foreignersinTW So? Covid hasn’t gone away…,-1
337,"RT @limits_stop: ""I will not accept that Covid is a highly dangerous virus""",-1
338,RT @JReinerMD: Doctors do have the right to offer their honest opinion to patients but we’ve also always been held potentially legally liab…,0
339,@Ericfromhere @RonPaulblican2 @DiamondandSilk She has Covid.,0
340,"RT @Liz_Wheeler: Masks are useless.
The covid vaxx is dangerous.
(And ineffective.)
Mandates are evil.
Lockdowns are tyranny.
Fauci funded…",-1
341,"RT @MerlinofCanada: Another @fordnation FU

Ontario wasted millions of COVID-19 vaccine doses after overestimating booster demand, auditor…",-1
342,"RT @ajans81: Tedavi için veterinere götürülen bir kanaryanın ölü taklidi yaptığı anların videosu sosyal medyada gündem oldu. 
#EYTicinGeriS…",0
343,me acordé del au del motopapi aaa que buen au me acompañó en mi momento de covid,0
344,RT @GusSalvatori: Como ya se había previsto empiezan a repuntar casos de COVID-19 en varios estados del país aquí los estados #UsaCubreboca…,0
345,"@DavidSydow12 @MerissaHansen17 Never did just because of Covid.
Many more died each day due to a MULTITUDE of things people die from ALL THE TIME.",-1
346,RT @sammy4723: Is it time to announce that home tests for COVID don’t pick up the new variants 🦠,0
347,"RT @Eno_Bening: Welcome to DDD!!
Destroy, Dream, December!!!

Tahu kah kamu bahwa covid itu ada sekitar tahun 2019.
Dan tahukah kamu bahwa…",0
348,"RT @hkfp: Rallies for China’s Covid-19 protests a sign of ‘fledgling colour revolution,’ Hong Kong security chief says 

https://t.co/GcWYo…",0
349,"RT @TGTM_Official: Yuzhong, Gansu, Northwest China. A girl questioned why she was pulled into quarantine while she was not infected with Co…",0
350,"@HeartlandSignal It doesn't prevent infection. Bill Clinton, Barack Obama, and Bill Gates all got the vaccine and all still got COVID.",-1
351,"Municipios con más casos confirmados activos #Covid_19 México:
Mérida, Cancún Chihuahua Iztapalapa Álvaro Obregón Puebla Tlalpan Gustavo A Madero Benito Juárez #CDMX Mexicali Juárez Coyoacán Hermosillo Tijuana Playa del Carmen Cuauhtémoc Nogales San Luis Potosí Campeche Monterrey https://t.co/lnGxgnERrM",0
352,"NYC runs 3 long COVID care centers, but many New Yorkers remain unaware. The clinics have fielded 25,000 appointments for long COVID and primary care since opening in early 2022 — a small fraction of the New Yorkers potentially dealing with the condition. https://t.co/arBqWqCKNs",0
353,Can’t stand him especially since I lost Sarah bc of how he handed covid. I just want her back. Still shattered. 💔💔💔💔💔 https://t.co/WP5vv9NnEO,-1
354,"RT @ItsInPlainSight: @ssosa3 @LionHearted76 @lanicolai Covid, drop boxes, a large gathering to support a president. A plan hatched. Patsies…",0
355,@thinbensolo @JohnMWoodman @TomiLahren They flipped it. You die from say a heart attack and test positive from their highly inaccurate PCR test they count it as a Covid death. They never did this in history but so happen to start doing it during Covid. Dudes a lemming.,-1
356,"RT @RaulPalacios_22: @infobaeamerica LA OMS YA USO VENENO EN LOS EXPERIMENTOS DE FASE 3 QUE LLAMARON “VACUNAS “, CONTRA EL COVID EN MILLONE…",0
357,"@theluisribeiro A seguir á vacina covid está a acontecer o maior genocídio de sempre  na China e não é por causa de seres cristão , o covid ditadura já não está a funcionar pois a China está a matar milhões com as restrições e campos de concentração https://t.co/od4P6pXf1V",0
358,"RT @mazemoore: @BillClinton Take care of yourself. That thing has killed millions of people. As for the Covid, you'll be better in no time.",-1
359,@RachelNotley Powers like covid passports? Mandatory masking? You agree with that.......right petty tyrant?,-1
360,@AngryBlackLady All the idiots who believed the COVID vaccine had microchips in it will say this is a brilliant idea,-1
361,"RT @TWN_token: #China: el dia de ayer, murieron 10 personas en un incendio en la ciudad de #Urumqi, #Xinjiang, las vías de escape y las rut…",0
362,"@CDCDirector “Study”. Are all of the people in the current administration absolute ignoramuses?  50 years from now, will we be honoring all the Americans who have been a part of the covid 19 vax study?",-1
363,"RT @RaniLyons: @RageSheen So...what is Coatsworth saying about covid now?
Unfolding catastrophe.
Serious.
Significant.
Hasn't he always sai…",0
364,RT @Jereme45: Bill Clinton tested positive for having covid he also tested positive for being on Epstein's Island!,0
365,"@johnrich Yes, I am unvaxxed. People who got the COVID vaccine totally respect. But if people would start attacking me that's where the respect end. Luckily I never had to go there.",0
366,RT @Finanzas_Times: 🇺🇸 Estados Unidos | los medios de comunicación empiezan a reconocer que la mayoría de los que están muriendo por #COVID…,0
367,RT @mcfunny: @katieorourke78 @FUDyou2 @SkepticalMutant @ghoppe @Jayboy752 @volpiranyas @crabb_vicki @Mr_Magoo5 @doritmi @TakethatCt @jarbot…,0
368,"RT @Mhalukcavusoglu: Covid izninde uyarılarımı dikkate alanlar
Şuan aileleri ile birlikte hayatlarına devam ediyorlar.Bizler mücadelemizi
K…",0
369,"Fuaa, hola covid?",0
370,RT @RUDRANARAYANCH4: Bharat Biotech International Limited ने सोमवार (28 नवंबर) को इंट्रा-नेजल वैक्सीन iNCOVACC BBV154 को मंजूरी दे दी। इंको…,0
371,"RT @WSJJapan: 米中逆転の「コロナ対応」力学、つまずく権威主義 
世論や政治の圧力を受けない習主席は、あまりにも長く「ゼロコロナ」に固執
#新型コロナウイルス #米中
https://t.co/fmirRfryI1",0
372,"@achixs gaiso, mas covid",0
373,@bluetsunamilin You know what actually causes heart problems? COVID,-1
374,"RT @Matt_Fleming321: 29/ Sheriff Ivey's call for everyone to ""arm yourselves"" has been followed by an uptick in homicides in Brevard County…",0
375,"RT @Ngborgique: Imagine getting like 5 vaccines in a year, catching COVID, then bragging about how great the vaccine is. 😂",0
376,"@DSLadyCop I get that. Just with COVID, I’ve read that section obit too often in recent years. Over the pond, your population curve is about 7-8 years ahead of us. The 92-99 year demographic is growing. They are vulnerable. Stay out of trouble yo!",-1
377,"RT @Conservadora191: O presidente do Federal Reserve dos EUA, Jerome Powell, diz que a estrita política 'zero-Covid' da China prejudica a c…",0
378,"RT @LucasLealMontes: 🧵”Como oncólogo, veo q las personas con cáncer estable progresan rápidamente (sus cánceres) después d verse obligadas…",0
379,"RT @FEGAY1900: De verdad Long covid? Nos creen estúpidos?
Se llaman efectos secundarios de sus pócimas. https://t.co/twhYyJiRil",0
380,"@connie_sue22 @DrJamesOlsson From November 2020 before the vaccines. 
https://t.co/RAbxw2TGWv",0
381,@profesterman Be interesting to see how Windstar is going - Need a COVID ranking system for cruise lines !,0
382,"@FoxNews 11/28/2022 Reuters: The wave of anger sweeping across cities in China over restrictive COVID curbs, while sparking protests against the CCP authorities in other places around the world. https://t.co/W5p7oom0MC",-1
383,RT @SigaGazetaBR: Cidade chinesa suspende restrições da Covid após protestos https://t.co/UlMjKpYLrP,0
384,"@DCDOWORK $XPEV did it in 1, it’s possible. Audit, Covid and ramp up is the 3rd NIO has above the rest of China stocks",0
385,"Las protestas aceleran la salida de China de su desastrosa política ""Covid cero"" https://t.co/ReejGInzoO a través de @Buscndo_lverdad",0
386,"RT @johnrackham82: 45 out of 50 governors did NOT force COVID-19 patients into nursing homes. 

These five Soros controlled demons did, and…",-1
387,RT @subhash46194804: @PSKhachariyawas Hum bhi wait kar rahe h Rahul Gandhi ji ka ....kyunki Rahul Gandhi ji ki sarkar Rajasthan me CHA (COV…,0
388,"RT @Rukwengye: 5. Enjoy it: 
If we hadn't received a grant in 03/2020, it's possible Boundless wouldn’t have survived Covid-19. The future…",1
389,"@mattmezinze4 @drivetts @PamKeithFL You need help. Gas started rising before Covid, before Putin, before all of that due to DNC kneecapping our ability to transport crude to refineries. Pumping oil isn't the issue here. You're desperate for these joke ""victories"". It'll go back up. Oil reserves are almost gone.",-1
390,if you have covid 19 please put a mask on ur pussy if ur gonna queef all day,-1
391,RT @EugeniaRolon_: La dictadura china forzó a una mujer a hacerse una prueba anal de COVID. Y estas son las atrocidades que quedan grabadas…,-1
392,@CatherineOrr73 @beclizs92 @duskywhalerkate @psvbluemts Lockdowns were disproportionately bad for disadvantaged kids but so is covid with higher rates of death &amp; disability in marginalized communities. Children have been orphaned &amp; their carers disabled by covid &amp; some children disabled too. We don’t need to lockdown to improve things,-1
393,RT @CoronavirusBra1: Há exatos 3 anos um homem em Wuhan fica doente e posteriormente se torna o primeiro caso confirmado de Covid-19. Até o…,0
394,@varix29 Muchas gracias!! Facundo ojala sea eso y no covid,1
395,"RT @PeterSweden7: You probably didn't hear about this on the news... 

Turns out Finland OVER REPORTED the number of covid deaths by a whop…",-1
396,"RT @anthonyzenkus: Number of sick days Joe Biden took for COVID: 17

Number of parental leave days Pete Buttigieg took: 28

Number of guara…",0
397,"RT @BNOFeed: U.S. COVID update: Number in hospital at nearly 3-month high

- New cases: 117,092
- Average: 45,860 (+1,845)
- States reporti…",0
398,"RT @EpochTimes: #Twitter has stopped enforcing its #COVID19 “misleading information” policy.

The policy has resulted in nearly 100,000 pie…",-1
399,RT @pluredro: @blanc0981 同じような情報を以前から探していますが、憶測がほとんどでソースらしいソースを見つけられずにいます。どのぐらいの期間残っていたかという情報はあって、肺でワクチン接種後9カ月というものがあります。9カ月以降の追跡をしたかは不明です。…,0
400,i would spit on every member of s/w/m/r/s with a covid infected mouth i can tell you that much,-1
401,"RT @CRBoxKits: The No COVID Fandelier 2!

Smaller bottom filter aim fans 45° down so they light the table not the wall. More chandelier-lik…",0
402,"RT @JackPosobiec: CCP Covid troops known as Big Whites are launching a raid in Guangzhou 
https://t.co/jXo4AcbAow",0
403,"RT @spottedpelican: Cruise ship full of COVID pos passengers has docked in Melbourne. It was due to dock in Newcastle on Tues, but the ship…",-1
404,"RT @FacesOfCOVID: SHEILA SHAMBAUGH, 59, of Salem, Massachusetts, died of a breakthrough COVID infection on Nov. 30, 2021. 

""Sheila was an…",-1
