verified,hour_created,geo_enabled,default_profile,default_profile_image,favourites_count,followers_count,friends_count,statuses_count,average_tweets_per_day,network,tweet_to_followers,follower_acq_rate,friends_acq_rate,prediction
False,8,False,True,False,331,8,46,323,1306.0,8.46,12.702,6.9,6.937,0
False,23,False,True,False,12280,345,203,8967,12312.0,31.092,53.211,8.214,8.174,1
False,3,False,True,False,49,85,1051,4624,5530.0,30.995,37.591,6.9,7.58,1
False,18,False,False,False,42879,2165,2525,10633,12677.0,60.173,71.213,8.345,8.427,1
False,16,True,False,False,1505,2455,836,2118,6282.0,52.535,59.786,8.798,8.517,0
False,11,False,True,False,6522,118,3083,10087,13134.0,38.395,44.059,8.06,8.721,1
False,18,False,True,True,11150,76,131,1135,1176.0,21.21,30.56,4.771,5.153,0
False,17,False,True,False,15036,116,135,2121,2255.0,23.395,36.479,5.525,5.598,0
False,1,False,True,False,1762,2441,791,2604,5623.0,52.065,61.353,8.605,8.246,1
False,20,False,False,False,2901,37,68,323,5303.0,15.402,21.028,8.521,8.527,0
False,19,False,True,False,5030,66,66,1710,1772.0,17.679,31.303,4.86,4.86,0
False,17,False,True,False,109833,1520,299,143071,146804.0,41.792,86.981,8.567,8.302,1
False,20,False,True,False,8773,248,310,987,1587.0,31.669,38.047,6.744,6.815,0
False,17,True,True,False,1714,2459,1006,8796,12729.0,53.99,70.913,8.763,8.505,0
False,16,True,False,False,6448,1232,2167,3396,7866.0,54.671,57.867,8.649,8.801,1
False,20,False,True,False,215,1,32,31,218.0,2.424,2.402,5.242,5.394,0
False,5,True,True,False,142,5,48,243,503.0,6.973,9.85,5.583,5.733,0
False,14,False,True,False,1183,3548,969,10456,11426.0,56.218,75.654,8.416,7.57,1
False,17,False,True,False,123,10,138,222,400.0,11.832,12.966,5.242,5.759,0
False,18,False,False,False,0,2067,3369,124727,128582.0,62.011,89.58,8.687,8.885,1
False,6,False,True,False,186,49,430,345,1751.0,23.731,22.871,7.283,7.516,1
False,13,True,False,False,4334,2900,948,5192,8966.0,54.657,68.208,8.806,8.46,1
False,11,True,False,False,7218,1669,1383,34234,39004.0,53.671,77.478,8.77,8.725,1
False,13,False,True,False,4387,138,1594,6304,6587.0,36.39,43.172,6.045,7.538,1
False,10,False,True,False,653,563,673,70702,73725.0,41.262,70.739,8.185,8.215,1
False,21,False,True,False,12803,435,865,4794,5454.0,41.108,51.51,6.999,7.33,0
False,0,False,True,False,51936,331,462,10225,10332.0,35.63,53.597,6.084,6.346,0
False,16,True,True,False,1493,1565,744,1262,4007.0,48.65,52.533,8.369,8.158,0
True,20,True,False,False,1214,12570,318,27409,32775.0,54.418,96.455,9.795,8.646,0
True,13,False,False,False,4478,63865,840,16331,21296.0,74.515,107.336,11.139,8.667,1
False,18,False,True,False,2424,184,449,942,1019.0,31.892,35.755,5.568,6.267,0
False,10,True,False,False,2824,2869,621,4035,7550.0,51.22,66.109,8.762,8.328,1
False,16,False,True,False,542,477,740,1854,2330.0,40.769,46.43,6.861,7.104,1
False,13,False,True,False,291,35,488,284,728.0,22.19,20.256,6.174,6.838,0
False,13,False,True,False,0,18,0,3438,3948.0,0.0,23.976,6.271,6.236,1
False,16,False,True,False,3021,96,39,2759,3002.0,16.876,36.245,5.829,5.645,0
False,9,False,True,False,9954,300,349,9623,13800.0,33.432,52.346,8.407,8.418,1
False,17,False,True,False,9885,485,1356,5523,5997.0,44.621,53.306,6.867,7.513,1
False,22,False,True,False,35822,2123,4994,43795,44467.0,65.243,81.876,7.936,8.642,0
True,8,False,False,False,289,2329,412,2312,5700.0,46.704,60.062,8.651,8.243,1
False,2,False,False,False,205,22,114,1730,5969.0,14.878,23.38,8.357,8.379,1
False,13,False,True,False,291,35,488,284,728.0,22.19,20.256,6.174,6.838,0
False,21,False,False,False,0,34,0,2909,7062.0,0.0,28.357,8.34,8.332,1
False,16,False,True,False,18981,95,265,2652,2807.0,25.485,35.983,5.525,6.043,0
False,22,False,True,False,3069,653,2221,4332,4971.0,49.96,54.29,7.165,7.959,1
False,12,False,True,False,9759,455,914,27573,28674.0,41.749,62.6,7.351,7.609,1
False,21,False,True,False,157,372,237,449,1712.0,32.404,36.176,7.4,7.314,1
False,22,False,False,False,1641,7958,1360,8168,12692.0,64.814,80.911,9.432,8.68,1
False,0,True,False,False,77,48022,1404,560595,565526.0,78.127,142.685,10.877,8.754,1
True,22,True,False,False,9592,24088,3332,12079,15228.0,81.842,94.834,10.212,8.777,0
False,16,False,True,False,18981,95,265,2652,2807.0,25.485,35.983,5.525,6.043,0
False,19,False,True,False,25,808,2,7569,7887.0,7.356,59.807,7.027,5.771,1
False,18,False,True,False,9240,188,1354,1446,2811.0,37.801,38.145,7.349,7.908,0
False,18,True,False,False,5747,1819,672,321992,326770.0,48.881,95.201,8.795,8.604,1
False,1,True,True,False,5293,65,158,4228,5080.0,21.237,34.982,6.822,6.919,0
False,16,False,True,True,103421,431,1287,92386,94910.0,43.455,69.385,7.992,8.246,1
False,6,False,True,False,4853,259,665,2465,2620.0,36.152,43.431,6.028,6.711,0
False,11,False,True,False,538,26,384,1012,1662.0,19.621,22.809,6.518,6.942,1
False,19,False,True,False,104,9,93,177,204.0,10.461,11.931,3.611,4.796,0
True,15,True,False,False,34189,10614,5100,9002,14024.0,79.14,84.406,9.657,9.223,0
False,22,False,True,False,21729,113,94,2823,7744.0,21.568,37.633,8.524,8.52,0
False,11,False,False,False,4992,24942,899,4889,9018.0,68.87,86.006,10.278,8.523,1
False,13,True,False,False,55065,3376,2893,52810,57303.0,64.757,88.352,8.971,8.907,1
False,11,False,True,False,6522,118,3083,10087,13134.0,38.395,44.059,8.06,8.721,1
True,13,True,False,False,586,356012,293,328413,331669.0,72.652,162.367,12.792,8.175,1
False,15,True,False,False,8785,16976,2154,11840,16658.0,74.757,91.351,9.989,8.85,1
True,12,False,False,False,3840,6540,947,14341,19349.0,60.221,84.089,9.354,8.692,0
False,22,False,True,False,35822,2123,4994,43795,44467.0,65.243,81.876,7.936,8.642,0
False,21,False,True,False,135,59,320,283,430.0,23.63,23.129,5.333,6.148,1
False,12,False,True,False,171795,18808,2608,33170,34011.0,77.425,102.451,9.886,8.146,1
False,16,False,True,False,3676,152,1696,5254,5715.0,37.409,43.095,6.42,7.677,1
False,12,False,True,False,171795,18808,2608,33170,34011.0,77.425,102.451,9.886,8.146,1
False,8,False,True,False,27,36,93,30,58.0,16.405,12.4,4.174,4.804,0
False,18,False,True,True,11150,76,131,1135,1176.0,21.21,30.56,4.771,5.153,0
False,7,False,True,False,69,170,400,98,478.0,30.819,23.627,6.312,6.661,1
False,19,True,False,False,13567,590,1145,22450,26528.0,44.954,63.94,8.449,8.561,1
False,8,False,True,False,124,61,415,393,2056.0,24.889,24.665,7.453,7.64,1
False,4,False,True,False,16,2,21,33,52.0,3.396,3.874,3.091,3.714,0
False,20,False,True,False,28,2,15,87,573.0,3.046,4.919,6.192,6.219,0
False,5,False,True,False,2838,266,3041,6727,10157.0,44.811,49.246,8.215,8.775,1
True,11,True,True,False,5363,68149,4026,62867,67865.0,92.383,122.967,11.2,9.108,0
False,13,False,True,False,291,35,488,284,728.0,22.19,20.256,6.174,6.838,0
False,7,False,True,False,5454,3051,419,22119,25986.0,48.464,80.27,8.842,8.363,1
False,19,True,True,False,19691,1297,1936,33309,38231.0,54.258,74.651,8.736,8.833,1
False,17,False,False,False,4,1280,1163,15738,20896.0,50.514,69.149,8.77,8.752,1
True,18,True,False,False,387636,254096,1422,17108,21993.0,90.361,121.31,12.465,8.75,0
False,10,False,True,False,19051,645,249,8643,9597.0,35.728,58.655,7.378,7.093,1
False,6,False,True,False,574,16,590,1125,1227.0,18.081,19.907,4.779,6.541,1
False,17,False,False,False,15,965,338,3187,7096.0,40.043,55.447,8.492,8.354,1
False,6,False,True,False,574,16,590,1125,1227.0,18.081,19.907,4.779,6.541,1
False,20,True,True,False,74,3303,80,3360,7518.0,35.608,65.795,8.918,8.352,1
False,15,True,False,False,9972,14931,7593,27553,32883.0,85.878,98.265,9.917,9.467,1
False,13,True,True,False,417,1426,871,1155,2120.0,49.178,51.226,7.78,7.516,1
True,4,False,True,False,1580,4838,3474,8739,13634.0,69.177,77.002,9.183,9.032,0
True,17,True,True,False,0,201645,18,8943,11171.0,35.964,111.134,12.225,7.717,0
False,20,False,True,False,8173,367,349,21756,22284.0,34.609,59.008,6.798,6.778,1
False,23,True,True,False,1999,1122,952,1240,4990.0,48.18,50.035,8.491,8.456,0
True,7,True,False,False,19715,140449,1735,10111,15097.0,88.413,109.299,11.887,8.813,0
False,19,True,False,False,701,61144,912,106137,111215.0,75.127,127.541,11.101,8.698,1
False,22,True,False,False,749,41124,45128,82221,87491.0,113.864,120.238,10.745,10.828,1
False,16,True,False,False,3939,3510,3139,15403,20194.0,65.734,78.717,9.024,8.979,1
False,0,True,True,False,988,107,55,1725,1940.0,18.847,34.899,5.778,5.602,0
False,8,False,True,False,2040,7193,296,1514,2189.0,50.566,65.037,8.971,6.879,1
False,21,True,True,False,8943,211,164,24580,27932.0,27.35,54.154,8.179,8.165,0
False,19,False,True,False,19578,594,1000,13349,16969.0,44.137,60.687,8.346,8.438,1
False,6,False,True,False,13,177,144,3,1342.0,25.788,7.183,7.324,7.302,1
True,17,True,False,False,614,10213,176,1448,2842.0,47.784,67.193,9.359,7.359,0
False,19,True,False,False,1158,6667,632,8777,14028.0,56.797,79.95,9.386,8.68,1
False,16,False,True,False,3476,1052,408,1736,2256.0,41.852,51.917,7.361,6.834,0
False,7,False,True,True,0,9,28,4,562.0,7.753,3.706,6.342,6.375,1
False,1,False,False,False,3628,124,333,1529,5714.0,28.058,35.406,8.369,8.416,0
False,20,True,True,False,4497,1077,1101,4019,4541.0,48.914,57.951,7.378,7.393,1
False,14,False,True,False,20343,231,440,14144,14390.0,33.165,52.055,6.17,6.532,1
False,8,False,False,False,6799,553,931,4190,7363.0,43.193,52.69,8.223,8.32,1
False,16,False,True,False,33357,35331,9235,53676,56761.0,95.623,114.054,10.556,9.419,0
False,16,False,True,False,29662,159,124,18072,23041.0,24.505,49.748,8.543,8.536,0
False,6,True,False,False,5009,40347,107,5887,10680.0,49.655,92.061,10.718,8.497,1
False,2,False,True,False,1617,77,132,1291,5933.0,21.306,31.211,8.46,8.471,0
False,19,True,True,False,55270,86802,204,19099,20854.0,60.53,112.093,11.391,7.581,0
False,17,False,True,False,530,29,977,868,5288.0,23.419,23.017,8.401,8.594,0
False,7,True,True,False,26891,2072,2027,24380,29843.0,58.152,77.143,8.927,8.921,0
False,4,False,False,False,739,1743,455,10439,15584.0,45.698,69.067,8.838,8.631,1
False,21,False,False,False,672,5037,758,11797,14880.0,56.536,79.926,9.002,8.254,1
False,8,False,True,False,3,219,0,2926639,2929574.0,0.0,80.308,8.057,7.985,1
False,3,False,True,False,1297,3152,193,44525,45723.0,42.438,86.231,8.378,7.238,1
False,20,False,False,False,9833,2120,391,114172,116175.0,45.738,89.2,8.325,7.781,1
False,2,False,True,False,2248,524,699,3331,3704.0,41.032,50.804,6.8,6.978,0
False,2,False,True,False,2280,47,72,5505,6850.0,16.609,33.345,7.239,7.257,0
False,0,False,True,False,1434,40,571,537,1602.0,23.578,23.35,7.009,7.401,0
False,20,False,False,False,9833,2120,391,114172,116175.0,45.738,89.2,8.325,7.781,1
False,18,False,True,False,1,37,2,8875,9270.0,3.996,33.07,6.071,5.986,1
False,12,False,True,False,6929,1458,1199,4207,6148.0,51.655,60.796,8.132,8.052,1
False,10,False,True,False,2,1,25,27,675.0,2.258,2.31,6.477,6.513,1
False,4,False,True,False,47807,884,1335,31978,32731.0,48.839,70.386,7.401,7.644,0
False,11,True,False,False,5293,4238,1198,10428,14566.0,59.21,77.276,9.033,8.582,1
False,10,False,False,False,71,235,7,311,4462.0,11.362,31.379,8.386,8.333,1
False,13,True,True,False,1194,7,82,7,2138.0,9.189,4.324,7.668,7.703,0
False,15,True,False,False,10750,216,2383,3605,8482.0,41.837,44.063,8.536,8.89,0
False,5,False,True,False,15117,254,494,3130,6629.0,34.381,44.602,8.231,8.293,0
False,3,False,True,False,1,0,10,66,3680.0,0.0,0.0,8.193,8.196,1
True,11,False,True,False,74884,12839,21,128960,133952.0,29.242,111.322,9.789,8.52,0
False,6,True,False,False,16162,1709,1030,104760,109746.0,51.65,86.051,8.809,8.702,1
False,13,False,True,False,77,52,35,186,398.0,14.228,20.769,5.58,5.513,0
False,19,False,True,False,1591,13,152,1344,1580.0,13.276,19.012,5.521,5.964,0
False,8,False,True,False,4950,2457,2530,2586,3420.0,61.179,61.35,8.099,8.121,1
False,1,False,False,False,112590,3370,1725,95774,98939.0,60.545,93.168,8.785,8.495,1
False,13,False,False,False,1326,601,262,3683,7523.0,35.663,52.557,8.399,8.319,1
False,7,False,False,False,10194,525,260,4346,8332.0,34.863,52.486,8.414,8.354,1
False,13,False,True,False,109,12,10,108,2965.0,6.15,12.033,7.962,7.961,0
False,20,True,False,False,24411,629,841,34442,39581.0,43.417,67.339,8.66,8.696,0
False,23,True,True,False,297,53,76,1464,1787.0,17.327,29.078,5.932,5.991,0
False,2,False,True,False,9287,75,190,4029,5660.0,22.746,35.952,7.442,7.508,0
False,23,False,True,False,2673,847,1495,2085,5934.0,49.294,51.536,8.455,8.584,0
False,15,False,True,False,1129,131,262,11827,14572.0,27.208,45.792,7.965,8.009,1
False,10,False,True,False,900,300,589,235,1285.0,36.412,31.183,7.209,7.402,1
False,12,False,True,False,221,43,475,475,4068.0,23.331,23.331,8.199,8.311,1
False,13,False,True,False,208,642,131,437,480.0,31.573,39.329,6.531,5.165,1
False,16,False,False,False,0,68,0,292826,294889.0,0.0,53.296,7.665,7.632,1
True,14,False,False,False,706,8548,294,29023,32928.0,51.487,93.033,9.43,8.343,0
False,16,False,False,False,0,68,0,292826,294889.0,0.0,53.296,7.665,7.632,1
False,17,False,False,False,7861,1441,936,7281,12125.0,49.772,64.687,8.746,8.662,1
False,0,False,True,False,1458,12,139,843,1658.0,12.675,17.283,6.719,6.862,0
False,21,False,True,False,4374,374,335,2254,2584.0,34.478,45.761,6.558,6.501,0
False,13,True,False,False,70126,892,1118,51823,55339.0,47.699,73.759,8.391,8.441,1
False,19,False,True,False,10274,136,262,5480,5620.0,27.415,42.356,5.624,5.999,1
False,16,False,True,False,2825,585,287,2261,2467.0,36.092,49.228,6.675,6.203,0
False,10,False,False,False,133398,2448,3334,59106,64063.0,63.303,85.737,8.91,9.023,1
False,17,True,False,False,7762,474,214,525,3455.0,33.101,38.615,8.133,8.054,0
True,15,True,False,False,6068,27189,1763,13813,18049.0,76.328,97.342,10.355,8.7,1
False,19,False,True,False,828,59,142,229,682.0,20.32,22.265,6.24,6.39,0
False,10,False,True,False,3,189,4,166,547.0,8.445,26.854,6.347,5.956,1
False,3,True,False,False,6185,4007,1880,11049,16260.0,62.549,77.238,9.129,8.867,1
False,1,True,True,False,4892,74,158,4026,8373.0,21.885,35.839,8.394,8.413,0
False,20,False,True,False,23576,4964,943,21704,22038.0,58.296,84.977,8.575,7.153,0
False,19,False,True,False,270,1201,373,601,1807.0,42.013,45.389,7.787,7.365,1
False,22,False,True,False,0,48,1,14504,14818.0,2.698,37.292,5.894,5.756,1
False,15,False,True,False,11223,102,173,4791,6041.0,23.911,39.278,7.21,7.261,0
False,14,True,True,False,5786,1516,2846,6040,9650.0,58.259,63.769,8.542,8.773,1
False,21,False,False,False,95,2549,388,2056,7347.0,46.777,59.841,8.967,8.645,1
False,16,True,False,False,1054,31307,1668,6983,12061.0,76.809,91.626,10.502,8.817,1
False,0,False,True,False,22979,42,165,3807,4204.0,19.227,31.011,6.087,6.333,0
True,12,True,False,False,21128,59776,2452,23372,27533.0,85.843,110.636,11.066,8.797,0
False,5,True,False,False,8953,3414,3967,15619,20591.0,67.414,78.563,9.034,9.098,1
True,18,True,False,False,1822,41675,179,3616,8658.0,55.241,87.159,10.752,8.561,0
False,9,True,False,False,13424,2311,1184,13640,17203.0,54.821,73.747,8.678,8.465,1
False,14,False,True,False,943,46,165,4101,6714.0,19.682,32.03,7.886,7.93,1
False,9,False,True,False,1488,397,1551,1047,3403.0,43.984,41.634,7.921,8.271,0
False,20,False,True,False,28,12,49,487,3208.0,10.034,15.878,7.914,7.927,0
False,19,False,True,True,4636,51,95,362,814.0,18.035,23.29,6.223,6.306,0
False,7,True,False,False,42133,1981,1298,111725,116409.0,54.429,88.246,8.805,8.697,1
False,10,True,True,False,1957,1817,1098,2066,3174.0,52.555,57.296,7.981,7.699,1
False,18,False,True,False,1,37,2,8875,9270.0,3.996,33.07,6.071,5.986,1
False,23,True,False,False,1917,3550,3767,9725,13205.0,67.315,75.067,8.858,8.888,1
False,19,True,False,False,1159,297,131,20110,24846.0,27.818,56.453,8.524,8.49,1
False,21,False,False,False,12792,5995,1406,84457,89519.0,63.06,98.68,9.311,8.775,1
False,18,False,True,False,282358,1598,1673,122957,125430.0,54.76,86.457,8.312,8.33,1
False,2,False,True,False,1401,531,17,3017,3231.0,18.142,50.291,6.615,5.447,0
False,23,False,False,False,59958,5354,5847,75493,79880.0,74.472,96.434,9.184,9.234,1
False,9,False,True,False,9954,300,349,9623,13800.0,33.432,52.346,8.407,8.418,1
False,6,False,True,False,7,7697,13,9355,9815.0,23.616,81.825,9.007,6.161,1
False,18,False,False,False,45150,1627,3179,21953,26416.0,59.639,73.927,8.715,8.942,1
False,17,False,True,False,151999,625,458,69025,71478.0,39.467,71.749,8.032,7.977,1
False,19,False,True,False,1154,23,129,2411,4365.0,15.469,24.751,7.59,7.642,0
False,17,True,True,False,343152,3012,4976,118212,120110.0,68.192,93.567,8.499,8.836,1
False,2,False,True,False,253,340,1009,2129,6207.0,40.343,44.695,8.394,8.535,1
False,20,False,True,False,8882,973,1962,165811,167254.0,52.176,82.705,7.79,8.133,1
False,21,True,False,False,25254,2730,2311,23625,27895.0,61.289,79.679,8.854,8.792,1
False,14,False,True,False,1634,71,146,2022,2728.0,21.342,32.555,6.657,6.749,0
False,17,True,True,False,343152,3012,4976,118212,120110.0,68.192,93.567,8.499,8.836,1
False,22,False,False,False,456274,8435,4760,1449284,1453159.0,76.555,128.25,9.418,9.064,1
True,17,False,False,False,30908,34420,4006,20464,24938.0,86.661,103.696,10.569,9.046,0
False,2,False,True,False,253,340,1009,2129,6207.0,40.343,44.695,8.394,8.535,1
False,8,False,True,False,125265,7520,7247,40569,45066.0,79.334,94.706,9.394,9.371,0
False,18,True,True,False,529,141,1568,835,1537.0,36.466,33.346,6.738,7.728,1
False,22,True,False,False,811,5179,3008,35475,39520.0,68.501,89.602,9.13,8.861,1
False,22,True,False,False,16905,3827,1097,9926,15456.0,57.761,75.926,9.144,8.799,0
False,20,True,True,False,6450,175,305,11684,15893.0,29.594,48.427,8.386,8.415,0
False,13,False,True,False,184,889,664,44876,48813.0,44.141,72.745,8.482,8.434,1
False,8,False,True,False,163,54,13,66471,67971.0,10.576,44.5,7.349,7.323,1
False,15,False,True,False,888,20,6,2923,6500.0,5.924,24.297,8.188,8.184,0
False,6,False,True,False,8246,34103,687,16428,19900.0,68.194,101.312,10.534,8.333,1
False,17,False,True,False,44248,2640,854,26290,27413.0,53.191,80.184,8.233,7.59,0
False,17,False,False,False,14,651095,601163,892844,897915.0,178.128,183.423,13.394,13.315,1
False,23,True,True,False,367,286,146,768,4897.0,28.243,37.608,8.393,8.361,0
False,11,True,True,False,59544,5282,5385,20227,23288.0,73.649,84.992,9.029,9.042,0
False,17,False,True,False,131403,6542,6196,49238,50363.0,76.719,94.929,8.945,8.899,0
False,12,True,True,False,10544,453,584,12298,12673.0,38.982,57.616,6.72,6.867,1
False,20,False,True,False,18988,1314,1977,44228,45988.0,54.507,76.822,8.031,8.226,1
False,16,False,False,False,38534,10075,9406,313206,318084.0,84.337,116.649,9.613,9.567,1
False,18,False,True,False,6289,232,409,12063,13061.0,32.794,51.229,7.116,7.25,1
False,20,False,False,False,87161,820,1208,40075,43425.0,47.628,71.122,8.336,8.425,1
False,15,False,False,False,32484,2866,737,6164,10525.0,52.574,69.473,8.886,8.537,0
False,18,False,True,False,408,441,466,2702,3303.0,37.439,48.134,6.95,6.974,1
False,2,False,True,False,527,3,48,158,507.0,5.395,7.027,5.866,5.986,0
False,13,False,True,False,1866,20,42,2332,2799.0,11.451,23.61,6.19,6.234,0
False,0,False,True,False,1991,390,744,57133,57433.0,39.473,65.376,6.538,6.952,1
False,22,True,True,False,93952,3249,3119,26649,31579.0,65.06,82.405,9.009,8.993,0
False,8,False,False,False,15847,218,534,13057,17962.0,33.856,51.073,8.542,8.602,1
False,16,False,True,False,3406,199,307,13072,18112.0,30.36,50.219,8.564,8.584,0
False,18,False,True,False,5600,2143,2323,8074,11870.0,59.454,69.007,8.689,8.719,1
False,18,False,True,False,5600,2143,2323,8074,11870.0,59.454,69.007,8.689,8.719,1
False,18,False,True,False,5600,2143,2323,8074,11870.0,59.454,69.007,8.689,8.719,1
False,18,False,True,False,5600,2143,2323,8074,11870.0,59.454,69.007,8.689,8.719,1
False,15,False,False,False,32484,2866,737,6164,10525.0,52.574,69.473,8.886,8.537,0
False,8,False,False,False,59,31102,668,51262,54934.0,67.303,112.189,10.457,8.376,1
False,14,False,False,False,16335,1888,1069,36397,40474.0,52.621,79.227,8.694,8.546,1
False,3,False,True,False,3396,268,2242,107787,111321.0,43.166,64.831,8.244,8.662,1
False,10,False,True,False,691,13,29,1128,2775.0,8.976,18.55,7.415,7.425,0
False,22,True,False,False,811,5179,3008,35475,39520.0,68.501,89.602,9.13,8.861,1
False,6,False,True,False,7,7697,13,9355,9815.0,23.616,81.825,9.007,6.161,1
False,22,True,False,False,811,5179,3008,35475,39520.0,68.501,89.602,9.13,8.861,1
False,15,True,True,False,47698,190,140,1299,2272.0,25.992,37.659,7.06,7.016,0
False,7,False,True,False,21427,717,2459,28511,30310.0,51.349,67.462,7.831,8.357,1
True,10,False,False,False,466,46579,5331,58840,63386.0,92.242,118.051,10.842,9.198,1
False,12,False,False,False,59518,7255,7522,589208,594276.0,79.346,118.112,9.419,9.441,1
False,18,True,False,False,113937,2612,4967,85161,90333.0,66.965,89.323,8.96,9.224,1
True,15,True,False,False,140860,424016,22165,53107,54766.0,129.657,140.979,12.961,10.078,0
False,15,False,True,False,4793,285,1286,9891,13401.0,40.497,52.032,8.242,8.476,0
True,15,True,False,False,140860,424016,22165,53107,54766.0,129.657,140.979,12.961,10.078,0
False,13,False,True,False,31760,529,673,20554,21402.0,40.857,62.295,7.228,7.328,0
False,19,False,True,False,253,13,53,209,1377.0,10.527,14.111,7.075,7.108,0
True,3,True,False,False,19429,1934,2045,500,4881.0,57.695,47.046,8.751,8.768,0
False,3,False,False,False,34124,270,471,7653,11653.0,34.492,50.1,8.36,8.406,0
False,12,False,True,False,9135,54,186,3160,3954.0,20.963,32.294,6.744,6.889,0
False,22,False,True,False,1208,6,136,741,961.0,9.574,12.861,5.425,5.878,0
False,19,False,False,False,127444,407,1411,35687,41003.0,43.598,63.014,8.652,8.814,0
False,18,False,True,False,3656,395,395,5096,5377.0,35.777,51.06,6.518,6.518,1
False,6,False,True,False,7,7697,13,9355,9815.0,23.616,81.825,9.007,6.161,1
False,18,True,False,False,113937,2612,4967,85161,90333.0,66.965,89.323,8.96,9.224,1
False,18,True,False,False,113937,2612,4967,85161,90333.0,66.965,89.323,8.96,9.224,1
False,18,True,False,False,113937,2612,4967,85161,90333.0,66.965,89.323,8.96,9.224,1
False,18,True,False,False,113937,2612,4967,85161,90333.0,66.965,89.323,8.96,9.224,1
False,18,True,False,False,113937,2612,4967,85161,90333.0,66.965,89.323,8.96,9.224,1
False,18,True,False,False,113937,2612,4967,85161,90333.0,66.965,89.323,8.96,9.224,1
False,9,True,True,False,36815,1404,1589,51608,56045.0,53.427,78.649,8.673,8.704,1
False,18,True,False,False,113937,2612,4967,85161,90333.0,66.965,89.323,8.96,9.224,1
False,19,False,True,False,243257,975,98,46063,47970.0,31.63,73.913,7.967,7.604,1
False,15,False,True,False,4793,285,1286,9891,13401.0,40.497,52.032,8.242,8.476,0
False,18,False,True,True,1848,19,116,3894,4712.0,14.266,24.767,6.731,6.841,0
False,9,False,False,False,7778,798,1034,7969,13156.0,46.397,60.04,8.697,8.736,1
False,18,True,False,False,113937,2612,4967,85161,90333.0,66.965,89.323,8.96,9.224,1
False,7,False,True,True,146,4,114,1870,1965.0,7.637,12.126,4.605,5.347,1
True,2,False,False,False,659,958,1288,722,4376.0,49.171,45.201,8.437,8.506,0
False,23,False,False,False,7879,658,1508,9250,11938.0,47.507,59.276,8.116,8.342,1
False,12,False,True,False,2923,17,76,1542,1903.0,12.555,21.22,5.938,6.082,0
False,22,False,True,False,26147,803,1323,9463,12996.0,48.088,61.245,8.375,8.488,0
False,3,False,True,False,403,210,39,422,2211.0,19.742,32.365,7.601,7.512,0
False,7,False,True,True,146,4,114,1870,1965.0,7.637,12.126,4.605,5.347,1
False,14,True,False,False,23553,164,71,39239,44518.0,21.836,54.008,8.602,8.585,0
False,22,False,True,False,12416,298,1803,1335,1639.0,42.741,41.029,6.402,7.653,0
False,5,True,True,False,306575,2197,4292,45381,49712.0,64.369,82.516,8.784,9.062,0
True,11,True,True,False,11931,10776,5566,19469,23943.0,80.081,91.706,9.632,9.214,0
False,21,False,True,False,9558,217,57,40582,45170.0,21.863,57.135,8.478,8.444,0
False,15,True,False,False,5729,75,522,5190,7992.0,27.109,37.048,7.965,8.109,0
False,15,True,False,False,120512,6552,1625,131965,136942.0,64.975,103.609,9.353,8.795,1
False,12,False,True,False,27965,460,562,20219,20418.0,38.845,60.809,6.492,6.636,1
False,20,True,False,False,3811,169,446,1073,3506.0,31.342,35.843,7.864,7.966,0
False,2,False,False,False,143866,2621,2457,219112,224438.0,61.455,96.801,8.981,8.96,1
False,17,False,True,False,15,2,50,157,291.0,4.32,5.562,4.92,5.22,1
False,17,True,True,False,82685,526,1372,14465,18543.0,45.279,60.037,8.435,8.604,0
False,0,False,True,False,2017,64,155,1603,2236.0,21.08,30.808,6.548,6.671,0
False,2,False,True,True,68,0,53,609,1030.0,0.0,0.0,6.045,6.163,1
False,4,True,False,False,73020,3952,5004,58201,61495.0,70.55,90.87,8.888,9.024,1
False,22,False,True,False,1163,64,774,1887,6973.0,27.772,31.489,8.547,8.676,1
False,7,False,False,False,68444,926,173,58581,61809.0,35.246,75.002,8.332,8.132,1
False,1,False,True,False,109798,3917,991,23606,26202.0,57.084,83.307,8.782,8.185,0
False,0,True,True,False,33163,262,204,12131,15775.0,29.661,52.398,8.271,8.256,0
False,12,True,True,False,283838,4265,3811,218939,222071.0,68.923,102.78,8.909,8.846,1
False,0,True,False,False,1058,589,1265,1561,6255.0,45.577,46.918,8.572,8.693,1
False,18,True,True,False,6832,363,1118,5076,5713.0,41.399,50.317,6.909,7.471,0
True,1,False,True,False,0,75177,110,3598,8142.0,52.877,91.936,11.286,8.446,1
False,0,False,False,False,787,15,93,1046,5185.0,12.597,19.28,8.332,8.351,0
False,2,False,False,False,143866,2621,2457,219112,224438.0,61.455,96.801,8.981,8.96,1
True,2,False,True,False,22,117250,825,37262,41154.0,78.397,122.857,11.705,8.459,1
True,2,False,False,False,3763,4857,782,4181,9190.0,56.559,70.781,9.197,8.664,0
False,2,False,False,False,143866,2621,2457,219112,224438.0,61.455,96.801,8.981,8.96,1
False,2,False,False,False,143866,2621,2457,219112,224438.0,61.455,96.801,8.981,8.96,1
False,21,False,True,False,12210,91,167,8997,9138.0,23.169,41.17,5.451,5.733,0
False,5,False,True,False,94354,1813,2362,111,1083.0,58.283,35.404,7.932,8.112,0
False,21,True,False,False,714506,2373,5002,99240,104052.0,66.203,89.423,8.88,9.192,1
